[2024-06-22 13:03:59,606][root][INFO] - Computing EIG. Start Prompt: 0. End Prompt: 100
Saving to: data/expected_info_gain/hai_start_0_end_100_n_user_5_seed_0_9_shots.json
Convo file: data/conversations/hai_start_0_end_100_n_user_5_seed_0_9_shots.json
N_USER: 5
INFO 06-22 13:03:59 llm_engine.py:79] Initializing an LLM engine with config: model='meta-llama/Meta-Llama-3-8B-Instruct', tokenizer='meta-llama/Meta-Llama-3-8B-Instruct', tokenizer_mode=auto, revision=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=8192, download_dir='/scr/jphilipp/stargate/pretrained_models/Meta-Llama-3-8B-Instruct', load_format=auto, tensor_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=False, kv_cache_dtype=auto, device_config=cuda, seed=0)
INFO 06-22 13:04:02 weight_utils.py:163] Using model weights format ['*.safetensors']
INFO 06-22 13:04:05 llm_engine.py:337] # GPU blocks: 27885, # CPU blocks: 2048
INFO 06-22 13:04:06 model_runner.py:666] Capturing the model for CUDA graphs. This may lead to unexpected consequences if the model is not static. To run the model in eager mode, set 'enforce_eager=True' or use '--enforce-eager' in the CLI.
INFO 06-22 13:04:06 model_runner.py:670] CUDA graphs can take additional 1~3 GiB memory per GPU. If you are running out of memory, consider decreasing `gpu_memory_utilization` or enforcing eager mode. You can also reduce the `max_num_seqs` as needed to decrease memory usage.
INFO 06-22 13:04:09 model_runner.py:738] Graph capturing finished in 3 secs.
[2024-06-22 13:19:22,421][root][INFO] - 0.014658864981851538
[2024-06-22 13:19:22,422][root][INFO] - 0.012827593546490323
[2024-06-22 13:19:22,422][root][INFO] - 0.014739617179444942
[2024-06-22 13:19:22,422][root][INFO] - 0.004526112786445324
[2024-06-22 13:19:22,422][root][INFO] - 0.015229098479809133
[2024-06-22 13:19:22,422][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,422][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,422][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,423][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,423][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,423][root][INFO] - 0.008987469994937491
[2024-06-22 13:19:22,423][root][INFO] - 0.00018473282411757275
[2024-06-22 13:19:22,423][root][INFO] - 0.0012065859942518298
[2024-06-22 13:19:22,423][root][INFO] - 0.0001305369439064119
[2024-06-22 13:19:22,423][root][INFO] - 0.004088651273339794
[2024-06-22 13:19:22,423][root][INFO] - 0.001112043773386695
[2024-06-22 13:19:22,424][root][INFO] - 0.0028662861143673446
[2024-06-22 13:19:22,424][root][INFO] - 0.0003704941804840711
[2024-06-22 13:19:22,424][root][INFO] - 0.0019591958169398183
[2024-06-22 13:19:22,424][root][INFO] - 0.004774844334416883
[2024-06-22 13:19:22,424][root][INFO] - 0.006348942321935391
[2024-06-22 13:19:22,424][root][INFO] - 0.0003861959161082229
[2024-06-22 13:19:22,424][root][INFO] - 0.004543467571047843
[2024-06-22 13:19:22,424][root][INFO] - 0.00028579728827726747
[2024-06-22 13:19:22,424][root][INFO] - 0.003795677698448685
[2024-06-22 13:19:22,425][root][INFO] - 0.0004480882463699931
[2024-06-22 13:19:22,425][root][INFO] - 0.0005881255930271223
[2024-06-22 13:19:22,425][root][INFO] - 0.0007404143003408858
[2024-06-22 13:19:22,425][root][INFO] - 0.0004551685931106775
[2024-06-22 13:19:22,425][root][INFO] - 0.0007287499901376115
[2024-06-22 13:19:22,425][root][INFO] - 0.0032798724733638096
[2024-06-22 13:19:22,425][root][INFO] - 0.0016799076743296837
[2024-06-22 13:19:22,425][root][INFO] - 0.0008201046512654742
[2024-06-22 13:19:22,426][root][INFO] - 0.000715249194539247
[2024-06-22 13:19:22,426][root][INFO] - 0.0012734175190793895
[2024-06-22 13:19:22,426][root][INFO] - 0.0028396353665236518
[2024-06-22 13:19:22,426][root][INFO] - 0.0027890215852661715
[2024-06-22 13:19:22,426][root][INFO] - 0.0004828738302118385
[2024-06-22 13:19:22,426][root][INFO] - 0.0003780187560127324
[2024-06-22 13:19:22,426][root][INFO] - 0.0045953952619830485
[2024-06-22 13:19:22,426][root][INFO] - 0.004065246016198287
[2024-06-22 13:19:22,426][root][INFO] - 0.00021247739017349332
[2024-06-22 13:19:22,427][root][INFO] - 0.001580974923366174
[2024-06-22 13:19:22,427][root][INFO] - 0.00021332405829666
[2024-06-22 13:19:22,427][root][INFO] - 0.002251870806975642
[2024-06-22 13:19:22,427][root][INFO] - 0.03179543914773708
[2024-06-22 13:19:22,427][root][INFO] - 0.015055118311856797
[2024-06-22 13:19:22,427][root][INFO] - 0.01802595619988634
[2024-06-22 13:19:22,427][root][INFO] - 0.030304715029549234
[2024-06-22 13:19:22,427][root][INFO] - 0.006981816665224683
[2024-06-22 13:19:22,428][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,428][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,428][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,428][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,428][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,428][root][INFO] - 0.0012951685309150474
[2024-06-22 13:19:22,428][root][INFO] - 0.002135781573004092
[2024-06-22 13:19:22,428][root][INFO] - 0.004710963770846233
[2024-06-22 13:19:22,429][root][INFO] - 0.014358488056804397
[2024-06-22 13:19:22,429][root][INFO] - 0.0008167725088572553
[2024-06-22 13:19:22,429][root][INFO] - 0.0002515313723459034
[2024-06-22 13:19:22,429][root][INFO] - 0.0005843408045884679
[2024-06-22 13:19:22,429][root][INFO] - 0.0019810776486794968
[2024-06-22 13:19:22,429][root][INFO] - 0.0003232416019938178
[2024-06-22 13:19:22,429][root][INFO] - 0.0015753031704484055
[2024-06-22 13:19:22,429][root][INFO] - 0.0009039204971377224
[2024-06-22 13:19:22,430][root][INFO] - 0.003909369375509453
[2024-06-22 13:19:22,430][root][INFO] - 0.01171944534860625
[2024-06-22 13:19:22,430][root][INFO] - 0.0013432528139012412
[2024-06-22 13:19:22,430][root][INFO] - 0.007080294282619359
[2024-06-22 13:19:22,430][root][INFO] - 0.0004460562398669321
[2024-06-22 13:19:22,430][root][INFO] - 0.006914037648479088
[2024-06-22 13:19:22,430][root][INFO] - 0.004542782417721991
[2024-06-22 13:19:22,430][root][INFO] - 0.0011353757134715536
[2024-06-22 13:19:22,430][root][INFO] - 0.0026618571530545587
[2024-06-22 13:19:22,431][root][INFO] - 0.0001868989211712968
[2024-06-22 13:19:22,431][root][INFO] - 0.0022071875093663262
[2024-06-22 13:19:22,431][root][INFO] - 0.0014087491414833675
[2024-06-22 13:19:22,431][root][INFO] - 0.00024125049617951255
[2024-06-22 13:19:22,431][root][INFO] - 0.00015059385736249098
[2024-06-22 13:19:22,431][root][INFO] - 0.00029812574470566844
[2024-06-22 13:19:22,431][root][INFO] - 0.0007988132303151652
[2024-06-22 13:19:22,431][root][INFO] - 0.0006569411182455465
[2024-06-22 13:19:22,432][root][INFO] - 6.69391606957781e-05
[2024-06-22 13:19:22,432][root][INFO] - 0.0002396214376778616
[2024-06-22 13:19:22,432][root][INFO] - 0.00041720129455424804
[2024-06-22 13:19:22,432][root][INFO] - 0.0010228928765199097
[2024-06-22 13:19:22,432][root][INFO] - 0.0041095060482616574
[2024-06-22 13:19:22,432][root][INFO] - 0.0004835930359732288
[2024-06-22 13:19:22,432][root][INFO] - 0.0002655266748310403
[2024-06-22 13:19:22,432][root][INFO] - 0.03270402200617761
[2024-06-22 13:19:22,432][root][INFO] - 0.02468943033270543
[2024-06-22 13:19:22,433][root][INFO] - 0.005432218371567155
[2024-06-22 13:19:22,433][root][INFO] - 0.02243675529839262
[2024-06-22 13:19:22,433][root][INFO] - 0.03009661251145701
[2024-06-22 13:19:22,433][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,433][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,433][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,433][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,433][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,434][root][INFO] - 0.015495241137351012
[2024-06-22 13:19:22,434][root][INFO] - 0.000980418541990602
[2024-06-22 13:19:22,434][root][INFO] - 0.002054228360740762
[2024-06-22 13:19:22,434][root][INFO] - 5.079979033983939e-05
[2024-06-22 13:19:22,434][root][INFO] - 0.0064127175591883745
[2024-06-22 13:19:22,434][root][INFO] - 0.0074920393596831225
[2024-06-22 13:19:22,434][root][INFO] - 0.0022001669740379093
[2024-06-22 13:19:22,434][root][INFO] - 0.011638356199429989
[2024-06-22 13:19:22,435][root][INFO] - 0.0009040063634375706
[2024-06-22 13:19:22,435][root][INFO] - 0.005862381288382901
[2024-06-22 13:19:22,435][root][INFO] - 0.0217985186863916
[2024-06-22 13:19:22,435][root][INFO] - 0.0020667518563228793
[2024-06-22 13:19:22,435][root][INFO] - 0.010151476694757244
[2024-06-22 13:19:22,435][root][INFO] - 0.002451563810117019
[2024-06-22 13:19:22,435][root][INFO] - 0.007438038411104575
[2024-06-22 13:19:22,435][root][INFO] - 0.006534039696628913
[2024-06-22 13:19:22,436][root][INFO] - 0.001718510484793434
[2024-06-22 13:19:22,436][root][INFO] - 0.013733062732281143
[2024-06-22 13:19:22,436][root][INFO] - 0.0011638371628224231
[2024-06-22 13:19:22,436][root][INFO] - 0.003360512644180913
[2024-06-22 13:19:22,436][root][INFO] - 0.009398268845040691
[2024-06-22 13:19:22,436][root][INFO] - 0.0011658534512195562
[2024-06-22 13:19:22,436][root][INFO] - 0.004559830486584371
[2024-06-22 13:19:22,436][root][INFO] - 0.002969367827731162
[2024-06-22 13:19:22,436][root][INFO] - 0.0032612469813779743
[2024-06-22 13:19:22,437][root][INFO] - 0.008337706805410683
[2024-06-22 13:19:22,437][root][INFO] - 0.0009730304667490142
[2024-06-22 13:19:22,437][root][INFO] - 0.009112259116027088
[2024-06-22 13:19:22,437][root][INFO] - 0.000804084174874875
[2024-06-22 13:19:22,437][root][INFO] - 0.0014891259729026274
[2024-06-22 13:19:22,437][root][INFO] - 0.005014830721381092
[2024-06-22 13:19:22,437][root][INFO] - 0.001535717887727328
[2024-06-22 13:19:22,437][root][INFO] - 0.0020653005714930117
[2024-06-22 13:19:22,438][root][INFO] - 0.0003550631665618642
[2024-06-22 13:19:22,438][root][INFO] - 0.0038333461745423403
[2024-06-22 13:19:22,438][root][INFO] - 0.020112884957183663
[2024-06-22 13:19:22,438][root][INFO] - 0.007473524167327383
[2024-06-22 13:19:22,438][root][INFO] - 0.02842567678450414
[2024-06-22 13:19:22,438][root][INFO] - 0.05850180950828121
[2024-06-22 13:19:22,438][root][INFO] - 0.0375093287604662
[2024-06-22 13:19:22,438][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,438][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,439][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,439][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,439][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,439][root][INFO] - 0.004056638825270076
[2024-06-22 13:19:22,439][root][INFO] - 0.0033929497617319893
[2024-06-22 13:19:22,439][root][INFO] - 0.011550678486264898
[2024-06-22 13:19:22,439][root][INFO] - 0.008184732715254661
[2024-06-22 13:19:22,439][root][INFO] - 0.005096135309902383
[2024-06-22 13:19:22,440][root][INFO] - 0.0028869277503551505
[2024-06-22 13:19:22,440][root][INFO] - 0.001347502578858073
[2024-06-22 13:19:22,440][root][INFO] - 0.004999102972178759
[2024-06-22 13:19:22,440][root][INFO] - 0.0036274255749830786
[2024-06-22 13:19:22,440][root][INFO] - 0.0038687232656946513
[2024-06-22 13:19:22,440][root][INFO] - 0.002904966803978448
[2024-06-22 13:19:22,440][root][INFO] - 0.00206235968630053
[2024-06-22 13:19:22,440][root][INFO] - 0.0009741864768710862
[2024-06-22 13:19:22,440][root][INFO] - 0.007424550401274876
[2024-06-22 13:19:22,441][root][INFO] - 0.002948790976732729
[2024-06-22 13:19:22,441][root][INFO] - 0.0008834681737306394
[2024-06-22 13:19:22,441][root][INFO] - 0.0010859334419410782
[2024-06-22 13:19:22,441][root][INFO] - 0.003171653793773821
[2024-06-22 13:19:22,441][root][INFO] - 0.002346604729085211
[2024-06-22 13:19:22,441][root][INFO] - 0.0030874492892214445
[2024-06-22 13:19:22,441][root][INFO] - 0.0010985074251923521
[2024-06-22 13:19:22,441][root][INFO] - 0.0018412955365290085
[2024-06-22 13:19:22,442][root][INFO] - 0.00550080734883851
[2024-06-22 13:19:22,442][root][INFO] - 0.005609514925978054
[2024-06-22 13:19:22,442][root][INFO] - 0.0007804181819430767
[2024-06-22 13:19:22,442][root][INFO] - 0.0026558105511882424
[2024-06-22 13:19:22,442][root][INFO] - 0.00215827098930621
[2024-06-22 13:19:22,442][root][INFO] - 0.009780503740652646
[2024-06-22 13:19:22,442][root][INFO] - 0.004604064291958032
[2024-06-22 13:19:22,442][root][INFO] - 0.006309420856951853
[2024-06-22 13:19:22,442][root][INFO] - 0.0005024212130764205
[2024-06-22 13:19:22,443][root][INFO] - 0.000923101417685146
[2024-06-22 13:19:22,443][root][INFO] - 0.008103463579960835
[2024-06-22 13:19:22,443][root][INFO] - 0.007955078639565016
[2024-06-22 13:19:22,443][root][INFO] - 0.0066616936431662666
[2024-06-22 13:19:22,443][root][INFO] - 0.005463247833604967
[2024-06-22 13:19:22,443][root][INFO] - 0.004769104591948681
[2024-06-22 13:19:22,443][root][INFO] - 0.01301760198394164
[2024-06-22 13:19:22,443][root][INFO] - 0.02323727347773108
[2024-06-22 13:19:22,444][root][INFO] - 0.012938362761285571
[2024-06-22 13:19:22,444][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,444][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,444][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,444][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,444][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,444][root][INFO] - 0.0013771965681370624
[2024-06-22 13:19:22,444][root][INFO] - 0.0001435782733676394
[2024-06-22 13:19:22,445][root][INFO] - 0.00033141577480910733
[2024-06-22 13:19:22,445][root][INFO] - 0.025646001894013892
[2024-06-22 13:19:22,445][root][INFO] - 0.00010256973192435126
[2024-06-22 13:19:22,445][root][INFO] - 0.0022658496561758223
[2024-06-22 13:19:22,445][root][INFO] - 0.0016317258619882313
[2024-06-22 13:19:22,445][root][INFO] - 0.00488553245303347
[2024-06-22 13:19:22,445][root][INFO] - 0.014115727668920997
[2024-06-22 13:19:22,445][root][INFO] - 0.0031646262791169555
[2024-06-22 13:19:22,445][root][INFO] - 0.002710470290641087
[2024-06-22 13:19:22,446][root][INFO] - 0.001002002293764681
[2024-06-22 13:19:22,446][root][INFO] - 0.008550301594808518
[2024-06-22 13:19:22,446][root][INFO] - 0.015264612503054886
[2024-06-22 13:19:22,446][root][INFO] - 0.0029799076340670805
[2024-06-22 13:19:22,446][root][INFO] - 0.0018585635653145527
[2024-06-22 13:19:22,446][root][INFO] - 0.002209533975154887
[2024-06-22 13:19:22,446][root][INFO] - 0.0005285351714734432
[2024-06-22 13:19:22,446][root][INFO] - 0.03414644545438672
[2024-06-22 13:19:22,447][root][INFO] - 0.002952977464920181
[2024-06-22 13:19:22,447][root][INFO] - 0.0003475995917550101
[2024-06-22 13:19:22,447][root][INFO] - 0.000548478988592116
[2024-06-22 13:19:22,447][root][INFO] - 0.003539969607274873
[2024-06-22 13:19:22,447][root][INFO] - 0.017482595787303268
[2024-06-22 13:19:22,447][root][INFO] - 0.0011711493346917567
[2024-06-22 13:19:22,447][root][INFO] - 0.0018250965068316027
[2024-06-22 13:19:22,447][root][INFO] - 0.0031392552797755435
[2024-06-22 13:19:22,447][root][INFO] - 0.00495285904908771
[2024-06-22 13:19:22,448][root][INFO] - 0.025862732251113574
[2024-06-22 13:19:22,448][root][INFO] - 0.0012521386080195374
[2024-06-22 13:19:22,448][root][INFO] - 0.0014980180582830904
[2024-06-22 13:19:22,448][root][INFO] - 0.00034488403406962576
[2024-06-22 13:19:22,448][root][INFO] - 0.0036047025318715065
[2024-06-22 13:19:22,448][root][INFO] - 0.009568626686885295
[2024-06-22 13:19:22,448][root][INFO] - 0.0009990288149386295
[2024-06-22 13:19:22,448][root][INFO] - 0.01799368365265641
[2024-06-22 13:19:22,449][root][INFO] - 0.021577770454185963
[2024-06-22 13:19:22,449][root][INFO] - 0.0026870822046523024
[2024-06-22 13:19:22,449][root][INFO] - 0.003085149697201084
[2024-06-22 13:19:22,449][root][INFO] - 0.008512178536109971
[2024-06-22 13:19:22,449][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,449][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,449][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,449][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,449][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,450][root][INFO] - 0.003802928864291566
[2024-06-22 13:19:22,450][root][INFO] - 0.003445184056055872
[2024-06-22 13:19:22,450][root][INFO] - 0.00282742351951093
[2024-06-22 13:19:22,450][root][INFO] - 0.0016486922953673488
[2024-06-22 13:19:22,450][root][INFO] - 0.0019138042311332981
[2024-06-22 13:19:22,450][root][INFO] - 0.006525249295954216
[2024-06-22 13:19:22,450][root][INFO] - 0.0016966251070782423
[2024-06-22 13:19:22,450][root][INFO] - 0.0008110334058026858
[2024-06-22 13:19:22,451][root][INFO] - 0.0008077025437445151
[2024-06-22 13:19:22,451][root][INFO] - 0.000739284862579348
[2024-06-22 13:19:22,451][root][INFO] - 0.0036649306766423084
[2024-06-22 13:19:22,451][root][INFO] - 0.0023812964528047154
[2024-06-22 13:19:22,451][root][INFO] - 0.0028907402204296773
[2024-06-22 13:19:22,451][root][INFO] - 0.0015351480089871306
[2024-06-22 13:19:22,451][root][INFO] - 0.0018387353722280064
[2024-06-22 13:19:22,451][root][INFO] - 0.0029987805533622236
[2024-06-22 13:19:22,451][root][INFO] - 0.0011569942971441094
[2024-06-22 13:19:22,452][root][INFO] - 1.0114150157836121e-05
[2024-06-22 13:19:22,452][root][INFO] - 0.0005607548928792117
[2024-06-22 13:19:22,452][root][INFO] - 0.000196584566576119
[2024-06-22 13:19:22,452][root][INFO] - 0.0026953492855801287
[2024-06-22 13:19:22,452][root][INFO] - 0.0014276331206035664
[2024-06-22 13:19:22,452][root][INFO] - 0.0006581651111685627
[2024-06-22 13:19:22,452][root][INFO] - 0.00048432073798276853
[2024-06-22 13:19:22,452][root][INFO] - 0.0004468113950124586
[2024-06-22 13:19:22,453][root][INFO] - 0.00015751222761450911
[2024-06-22 13:19:22,453][root][INFO] - 0.001245859004264993
[2024-06-22 13:19:22,453][root][INFO] - 0.0009289926985589503
[2024-06-22 13:19:22,453][root][INFO] - 0.000375103610377181
[2024-06-22 13:19:22,453][root][INFO] - 0.0011101224279059796
[2024-06-22 13:19:22,453][root][INFO] - 0.0020710869903017848
[2024-06-22 13:19:22,453][root][INFO] - 0.0019157527473319114
[2024-06-22 13:19:22,453][root][INFO] - 0.00040575752672245
[2024-06-22 13:19:22,453][root][INFO] - 0.0003359329073833184
[2024-06-22 13:19:22,454][root][INFO] - 0.0004932233596128821
[2024-06-22 13:19:22,454][root][INFO] - 0.028143506387416473
[2024-06-22 13:19:22,454][root][INFO] - 0.014322377811275988
[2024-06-22 13:19:22,454][root][INFO] - 0.007987079876573544
[2024-06-22 13:19:22,454][root][INFO] - 0.03815256740676265
[2024-06-22 13:19:22,454][root][INFO] - 0.07744650084382743
[2024-06-22 13:19:22,454][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,454][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,455][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,455][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,455][root][INFO] - 3.007078230865545e-08
[2024-06-22 13:19:22,455][root][INFO] - 0.004378160621161031
[2024-06-22 13:19:22,455][root][INFO] - 0.00033922889526882827
[2024-06-22 13:19:22,455][root][INFO] - 0.001621171968637869
[2024-06-22 13:19:22,455][root][INFO] - 0.002577385796410203
[2024-06-22 13:19:22,455][root][INFO] - 0.0030922022895052415
[2024-06-22 13:19:22,455][root][INFO] - 0.01197801420518374
[2024-06-22 13:19:22,456][root][INFO] - 0.0010087471032107498
[2024-06-22 13:19:22,456][root][INFO] - 0.0009482254918489197
[2024-06-22 13:19:22,456][root][INFO] - 0.0004390867678105703
[2024-06-22 13:19:22,456][root][INFO] - 0.027934161691756998
[2024-06-22 13:19:22,456][root][INFO] - 0.0063318422925164874
[2024-06-22 13:19:22,456][root][INFO] - 0.0028372204504720777
[2024-06-22 13:19:22,456][root][INFO] - 0.002463365680435592
[2024-06-22 13:19:22,456][root][INFO] - 0.0002928103563770712
[2024-06-22 13:19:22,457][root][INFO] - 0.016166297657384643
[2024-06-22 13:19:22,457][root][INFO] - 0.003425572189630799
[2024-06-22 13:19:22,457][root][INFO] - 0.0039114272498501634
[2024-06-22 13:19:22,457][root][INFO] - 0.0012095225479511473
[2024-06-22 13:19:22,457][root][INFO] - 6.644005901446093e-06
[2024-06-22 13:19:22,457][root][INFO] - 0.004017513164277453
[2024-06-22 13:19:22,457][root][INFO] - 0.00024168605398378062
[2024-06-22 13:19:22,457][root][INFO] - 7.626453851661275e-05
[2024-06-22 13:19:22,457][root][INFO] - 0.0008835199960759432
[2024-06-22 13:19:22,458][root][INFO] - 0.00017802268682221012
[2024-06-22 13:19:22,458][root][INFO] - 0.00030759095112720125
[2024-06-22 13:19:22,458][root][INFO] - 0.018028945602777124
[2024-06-22 13:19:22,458][root][INFO] - 0.0007337917579173237
[2024-06-22 13:19:22,458][root][INFO] - 0.0035929515857029415
[2024-06-22 13:19:22,458][root][INFO] - 0.0014383290338471078
[2024-06-22 13:19:22,458][root][INFO] - 0.027167906159968114
[2024-06-22 13:19:22,458][root][INFO] - 0.0008593988774503458
[2024-06-22 13:19:22,459][root][INFO] - 0.002902502553216335
[2024-06-22 13:19:22,459][root][INFO] - 0.004934277112999652
[2024-06-22 13:19:22,459][root][INFO] - 0.00044100841079131037
